Codigo,Calle,Latitudes,Longitudes,CODIGO ESRI,Name,Nombre,SIgla,ProPIedad,DAP,Altura,Radio,Estado,PODA,TratamIento,PRIORIDAD TRATAMIENTO,TAZA,FísIco,Hongos,Insectos,VIrus/BacterIa,OBSERVACIONES,N° REBROTES,
004AI67,SAN JUAN,,,,AIlantus,,,SePultura,1,"1,5","0,2",Bueno,NO APLICA,CORTA,1,NO,,,,,,rebr,5
004AI68,SAN JUAN,,,,LIgustro,,,SePultura,1,"1,5","0,2",Bueno,NO APLICA,CORTA,1,NO,,,,,,rebr,7
004AI69,SAN JUAN,,,,espino,,,CEM,30,4,"2,5",Bueno,PODA,MANTENCION,3,NO,henrredadera,,,,,,
004AI70,SAN JUAN,,,,CIPRES,,,CEM,37,8,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
004AI71,SAN JUAN,,,,CIPRES,,,CEM,46,8,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
004AI72,SAN JUAN,,,,PIMIENTO,,,CEM,32,5,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
004AI73,SAN JUAN,,,,Palmera canarIa,,,SePultura,5,"0,5","0,5",Bueno,PODA,EXTRACCION,1,NO,,,,,,,
004AI74,SAN JUAN,,,,CeltIs,,,CEM,16,"4,5",1,Bueno,NO APLICA,CORTA,3,NO,,,,,,,
004AI75,SAN JUAN,,,,LIquIdambar,,,CEM,6,"4,5",1,Bueno,PODA,MANTENCION,3,NO,,,,,,,
004AI76,SAN JUAN,,,,Palmera canarIa,,,SePultura,5,"0,5","0,5",Bueno,PODA,EXTRACCION,3,NO,,,,,,,
004AI77,SAN JUAN,,,,Palmera canarIa,,,SePultura,5,"0,8","0,5",Bueno,PODA,EXTRACCION,3,NO,,,,,,,
004AI78,SAN JUAN,,,,acer japonico,,,CEM,8,"3,5","2,5",Regular,PODA,FORMACION,1,NO,abono,,insectos,,,,
004AI79,SAN JUAN,,,,CeltIs,,,CEM,20,"4,5","1,5",Regular,PODA,MANTENCION,3,NO,,,,,,,
004AI80,SAN JUAN,,,,laurel,,,CEM,6,3,"0,5",Bueno,PODA,MANTENCION,3,NO,,,,,,,
004AI81,SAN JUAN,,,,nispero,,,CEM,6,"1,8","0,5",Bueno,PODA,MANTENCION,3,NO,,,,,,,
004AI82,SAN JUAN,,,,BugambIlIa,,,CEM,20,3,1,Regular,PODA,MANTENCION,2,NO,riego,,,,,,
004AI83,SAN JUAN,,,,BugambIlIa,,,CEM,20,3,1,Regular,PODA,MANTENCION,2,NO,riego,,,,,,
004AI84,SAN JUAN,,,,Palmera canarIa,,,CEM,10,"0,5","0,5",Regular,PODA,EXTRACCION,1,NO,,,,,,,
004AI85,SAN JUAN,,,,Palmera canarIa,,,CEM,20,"1,5",1,Regular,PODA,EXTRACCION,1,NO,,,,,,,
004AI86,SAN JUAN,,,,MaIten,,,CEM,20,4,"1,5",Regular,PODA,MANTENCION,3,NO,,,,,,,
004AI87,SAN JUAN,,,,AIlantus,,,CEM,1,"1,8","0,5",Bueno,NO APLICA,CORTA,1,NO,,,,,,rebr,8
004AI88,SAN JUAN,,,,AIlantus,,,SePultura,8,4,"0,2",Bueno,NO APLICA,CORTA,1,NO,,,,,,,
004AI89,SAN JUAN,,,,AIlantus,,,CEM,10,5,"0,2",Bueno,NO APLICA,CORTA,1,NO,,,,,,,
004AI90,SAN JUAN,,,,AIlantus,,,CEM,20,6,2,Bueno,NO APLICA,CORTA,1,NO,,,,,,,
004AI91,SAN JUAN,,,,Coralillo,,,SePultura,1,"1,8",1,Bueno,NO APLICA,CORTA,1,NO,,,,,,rebr,5
004AI92,SAN JUAN,,,,Coralillo,,,SePultura,1,1,1,Bueno,NO APLICA,CORTA,1,NO,,,,,,,
004AI93,SAN JUAN,,,,CassuarIna,,,CEM,30,8,"1,5",Bueno,PODA,MANTENCION,3,NO,,,,,,,
004AI94,SAN JUAN,,,,AIlantus,,,CEM,1,"1,8","0,2",Bueno,NO APLICA,CORTA,1,NO,,,,,,rebr,5
004AI95,SAN JUAN,,,,CIruelo rojo,,,CEM,4,2,"1,5",Bueno,PODA,MANTENCION,3,NO,,,,,,rebr,4
004AI96,SAN JUAN,,,,AIlantus,,,CEM,20,4,"1,5",Bueno,PODA,MANTENCION,3,NO,,,,,,,
013AP01,Echaurren,,,,Palmera canarIa,,,CEM,100,"4,5",2,Bueno,PODA,MANTENCION,3,NO,,,,,,,
013AP02,SAN JUAN,,,,Naranjo,,,CEM,20,"3,5",1,Bueno,PODA,MANTENCION,3,NO,,,,,,,
013AP03,HERMANAS,,,,CIPRES,,,CEM,59,10,2,Bueno,PODA,MANTENCION,3,SI,,,,,,,
013AP04,HERMANAS,,,,CIPRES,,,CEM,17,5,1,Bueno,PODA,MANTENCION,3,SI,,,,,,,
013AP05,HERMANAS,,,,CIPRES,,,CEM,29,8,"1,5",Bueno,PODA,MANTENCION,3,SI,,,,,,,
013AP06,HERMANAS,,,,CIPRES,,,CEM,33,8,"1,5",Bueno,PODA,MANTENCION,3,SI,,,,,,,
013AP07,SazIe,,,,ALAMO,,,CEM,27,12,1,Bueno,PODA,ALTURA,2,SI,,,,,,,
013AP08,SazIe,,,,LIgustro,,,CEM,12,4,2,Bueno,PODA,SANITARIA,1,SI,,,,,,,
013AP09,SazIe,,,,CIruelo rojo,,,CEM,25,4,2,Regular,PODA,SANITARIA,2,SI,,,GANCHOS INSECTO,,,,
013AP10,SazIe,,,,CIruelo rojo,,,CEM,2,2,"0,2",Malo,NO APLICA,CORTA,1,SI,,,INSECTOS,,,,
013AP11,SazIe,,,,CRESPON,,,CEM,2,"1,7","0,5",Bueno,PODA,FORMACION,3,SI,,,,,,,2
013AP12,SazIe,,,,LIgustro,,,CEM,1,"1,2","0,2",Regular,PODA,FORMACION,1,SI,FUMIGAR,,,VIRUS,,,
013AP13,SazIe,,,,LIgustro,,,CEM,1,"1,2","0,2",Regular,PODA,FORMACION,1,SI,FUMIGAR,,,VIRUS,,,
013AP14,SazIe,,,,CIPRES,,,CEM,41,12,2,Bueno,PODA,ALTURA,3,SI,,,,,,,
013AP15,SazIe,,,,CIPRES,,,CEM,38,10,2,Regular,PODA,ALTURA,3,SI,,,,,,,
013AI01,Echaurren,,,,AIlantus,,,SePultura,1,"1,5","0,2",Bueno,NO APLICA,CORTA,1,NO,HERBICIDA,,,,,,5
013AI01,Echaurren,,,,CIPRES,,,SePultura,67,14,"2,5",Bueno,PODA,ALTURA,3,SI,DESENSO COPA,,,,,,
013AI02,Echaurren,,,,CIPRES,,,SePultura,49,10,2,Bueno,PODA,MANTENCION,3,SI,,,,,,,
013AI03,Echaurren,,,,CassuarIna,,,CEM,21,6,"1,5",Regular,PODA,FORMACION,2,NO,GANCHOS SECOS,,,,,,
013AI04,Echaurren,,,,DURAZNO,,,CEM,5,2,1,Bueno,PODA,MANTENCION,3,NO,,,,,,,
013AI05,SAN JUAN,,,,CRESPON,,,CEM,3,"1,8",1,Bueno,PODA,MANTENCION,3,NO,,,,,,,3
013AI06,SAN JUAN,,,,AIlantus,,,CEM,3,"0,5","0,1",Bueno,NO APLICA,CORTA,1,NO,HERBICIDA,,,,,,2
013AI07,SAN JUAN,,,,Grevillea,,,CEM,30,7,2,Regular,PODA,MANTENCION,1,NO,,EXUDACION,,,,,
013AI08,SAN JUAN,,,,PIMIENTO,,,SePultura,57,7,4,Regular,PODA,MANTENCION,1,NO,GANCHOS SECOS,,,VIRUS,,,
013AI09,SAN JUAN,,,,LIgustro,,,CEM,10,4,"2,5",Regular,PODA,FORMACION,2,NO,,,,,,,6
013AI10,SAN JUAN,,,,LAUREL,,,CEM,2,"1,5","0,5",Regular,PODA,FORMACION,1,NO,FUMIGAR,,CONCHUELA,,,,6
013AI11,SAN JUAN,,,,FALSO ACACIO,,,CEM,1,"1,2","0,2",Bueno,NO APLICA,EXTRACCION,1,NO,,,,,,,
013AI12,SAN JUAN,,,,CIruelo rojo,,,CEM,16,"3,2",2,Bueno,PODA,FORMACION,1,NO,,,,,,,
013AI13,SAN JUAN,,,,ilan ilan,,,CEM,3,2,1,Bueno,PODA,MANTENCION,4,NO,,,,,,,5
013AI14,SAN JUAN,,,,granado de flor,,,CEM,3,2,1,Bueno,PODA,MANTENCION,4,NO,,,,,,,5
013AI15,SAN JUAN,,,,enredadera,,,CEM,3,2,1,Bueno,PODA,MANTENCION,4,NO,,,,,,,5
013AI16,SAN JUAN,,,,AIlantus,,,CEM,22,5,2,Bueno,PODA,CORTA,1,NO,,,,,,,
013AI17,SAN JUAN,,,,CIruelo verde,,,CEM,8,"2,5",1,Bueno,PODA,FORMACION,3,NO,,,,,,,5
013AI18,SAN JUAN,,,,CassuarIna,,,CEM,44,10,2,Bueno,PODA,ALTURA,2,SI,rebrotes,,,,,,
013AI19,SAN JUAN,,,,LIgustro,,,CEM,12,4,2,Bueno,PODA,FORMACION,2,NO,,,,,,,2
013AI20,SAN JUAN,,,,CassuarIna,,,CEM,29,8,2,Bueno,PODA,ALTURA,2,SI,,,,,,,
013AI21,SAN JUAN,,,,CIruelo rojo,,,CEM,30,4,2,Malo,NO APLICA,CORTA,1,NO,,,insectos,,,,
013AI22,SAN JUAN,,,,Palmera canarIa,,,CEM,20,"1,5","0,5",Bueno,PODA,MANTENCION,3,NO,,,,,,,
013AI23,SAN JUAN,,,,Palmera canarIa,,,CEM,40,"3,5",1,Bueno,PODA,MANTENCION,3,NO,,,,,,,
013AI24,SAN JUAN,,,,laurel,,,CEM,1,"0,5","0,5",Malo,NO APLICA,CORTA,2,NO,,,,,,,2
013AI25,SAN JUAN,,,,CIPRES,,,CEM,30,8,2,Bueno,PODA,FORMACION,1,NO,,,,,,,
013AI26,SAN JUAN,,,,CIPRES,,,CEM,34,8,2,Bueno,PODA,FORMACION,1,NO,forma,,,,,,
013AI27,SAN JUAN,,,,olmo,,,CEM,10,4,2,Regular,PODA,MANTENCION,2,NO,FUMIGAR,,,,,,
013AI28,SAN JUAN,,,,Palmera canarIa,,,CEM,30,2,"1,5",Bueno,PODA,MANTENCION,3,NO,,,,,,,
013AI29,SAN JUAN,,,,AIlantus,,,CEM,1,"1,2",0,Bueno,NO APLICA,CORTA,1,NO,,,,,,,5
013AI30,SAN JUAN,,,,LIgustro,,,CEM,10,"3,5",1,Bueno,PODA,FORMACION,2,SI,plazoleta,,,,,,
013AI31,SAN JUAN,,,,Palmera canarIa,,,CEM,30,"1,5","0,5",Bueno,PODA,MANTENCION,3,SI,,,,,,,
013AI32,SAN JUAN,,,,Palmera canarIa,,,CEM,30,1,"0,5",Bueno,PODA,MANTENCION,3,SI,,,,,,,
013AI33,SAN JUAN,,,,CIruelo rojo,,,CEM,1,"1,8","0,2",Bueno,PODA,FORMACION,4,SI,injertado,,,,,,
013AI34,Echaurren,,,,CIruelo rojo,,,CEM,6,3,2,Bueno,PODA,MANTENCION,3,NO,,,,,,,4
013AI35,Echaurren,,,,CIPRES,,,CEM,16,5,1,Bueno,PODA,FORMACION,2,NO,,,,,,,
013AI36,Echaurren,,,,MaIten,,,CEM,3,"1,5","0,5",Regular,NO APLICA,CORTA,1,NO,virus,clorosis,,,,,
013AI37,SazIe,,,,CIruelo rojo,,,CEM,16,"3,2",2,Regular,PODA,SANITARIA,1,NO,insectos,,,,,,
013AI38,SazIe,,,,CIruelo rojo,,,CEM,1,"1,8","0,5",Regular,NO APLICA,CORTA,1,NO,,,,,,,
013AI39,SazIe,,,,acer,,,CEM,20,4,1,Regular,PODA,SANITARIA,1,NO,insectos,,,,,,
013AI40,SazIe,,,,olmo,,,CEM,3,3,"1,5",Regular,PODA,MANTENCION,2,NO,,,,,,,
013AI41,SazIe,,,,Palmera canarIa,,,CEM,40,3,"1,5",Bueno,PODA,MANTENCION,2,NO,,,,,,,
013AI42,SazIe,,,,laurel,,,CEM,2,3,1,Regular,PODA,FORMACION,2,NO,FUMIGAR,,,,,,
013AI43,SazIe,,,,olmo,,,CEM,20,2,1,Regular,PODA,FORMACION,2,NO,desmochado,,,,,,
013AI44,SazIe,,,,olmo,,,CEM,30,5,2,Regular,PODA,MANTENCION,2,NO,,,,,,,
014AP01,Echaurren,,,,CIPRES,,,CEM,42,10,2,Bueno,PODA,ALTURA,3,NO,GANCHOS SECOS,,,,,,
014AP02,SazIe,,,,CIPRES,,,CEM,40,12,"1,5",Bueno,PODA,ALTURA,3,NO,GANCHOS SECOS,,,,,,
014AP03,SazIe,,,,CIPRES,,,CEM,47,12,"1,5",Bueno,PODA,ALTURA,3,NO,GANCHOS SECOS,,,,,,
014AP04,SazIe,,,,olmo,,,CEM,56,8,2,Malo,NO APLICA,CORTA,1,NO,SECO,,,,,,
014AP05,HERMANAS,,,,PEUMO,,,CEM,5,"1,7","0,5",Regular,PODA,FORMACION,1,SI,FUMIGAR,BACTERIAS VIRUS,,INSE,,,
014AP06,HERMANAS,,,,olmo,,,CEM,90,10,2,Malo,NO APLICA,CORTA,1,SI,SECO,,,,,,
014AP07,HERMANAS,,,,PEUMO,,,CEM,8,"1,8","0,5",Regular,PODA,FORMACION,1,SI,FUMIGAR,BACTERIAS VIRUS,,INSE,,,
014AP08,ROMERO,,,,CIPRES,,,CEM,29,10,1,Regular,PODA,MANTENCION,3,SI,GANCHOS SECOS,,,,,,
014AP09,ROMERO,,,,CIPRES,,,CEM,45,12,2,Bueno,PODA,MANTENCION,3,SI,GANCHOS SECOS,,,,,,
014AP10,ROMERO,,,,olmo,,,CEM,41,10,3,Regular,PODA,MANTENCION,1,SI,GANCHOS SECOS,,,,,,
014AP11,ROMERO,,,,Palmera canarIa,,,CEM,5,"0,5","0,5",Bueno,PODA,MANTENCION,3,SI,DESPEJAR,,,,,,
014AP12,ROMERO,,,,Palmera canarIa,,,CEM,10,"0,8","0,5",Bueno,PODA,MANTENCION,1,SI,DESPEJAR,,,,,,
014AP13,ROMERO,,,,CIPRES,,,CEM,45,10,2,Bueno,PODA,MANTENCION,3,SI,GANCHOS SECOS,,,,,,
014AP14,ROMERO,,,,olmo,,,CEM,72,10,"2,5",Regular,PODA,MANTENCION,1,SI,GANCHOS SECOS,,,,,,
014AP15,ROMERO,,,,Palmera canarIa,,,CEM,10,"0,8","0,5",Bueno,PODA,MANTENCION,1,SI,DESPEJAR,,,,,,
